,user_id,user_name,user_profile_link,badges,reputation,reached,answer_count,questions_count,member_since,post_id
2341936,2341936,rajafan,https://stackoverflow.com/users/2341936/rajafan,"{'gold': 0, 'silver': 2, 'bronze': 8}",141,12000,1,3,2013-05-02,38101052
6524396,6524396,sedioben,https://stackoverflow.com/users/6524396/sedioben,"{'gold': 1, 'silver': 10, 'bronze': 17}",945,70000,1,10,2016-06-28,38081774
6518818,6518818,Baek Junghan,https://stackoverflow.com/users/6518818/baek-junghan,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,496,0,1,2016-06-27,38055840
1008800,1008800,Markus Kramer,https://stackoverflow.com/users/1008800/markus-kramer,"{'gold': 0, 'silver': 5, 'bronze': 13}",411,37000,8,9,2011-10-22,38027263
6110160,6110160,psarka,https://stackoverflow.com/users/6110160/psarka,"{'gold': 1, 'silver': 18, 'bronze': 30}",1812,233000,56,21,2016-03-24,38007814
4790540,4790540,Martin Boyanov,https://stackoverflow.com/users/4790540/martin-boyanov,"{'gold': 0, 'silver': 3, 'bronze': 13}",416,4000,13,4,2015-04-15,37798134
4140027,4140027,tumbleweed,https://stackoverflow.com/users/4140027/tumbleweed,"{'gold': 12, 'silver': 55, 'bronze': 82}",4622,844000,4,134,2014-10-14,37779076
5746807,5746807,Gaurav Gupta,https://stackoverflow.com/users/5746807/gaurav-gupta,"{'gold': 0, 'silver': 2, 'bronze': 7}",104,10000,4,3,2016-01-05,37777147
1276846,1276846,Vishal R,https://stackoverflow.com/users/1276846/vishal-r,"{'gold': 1, 'silver': 21, 'bronze': 29}",1369,391000,23,12,2012-03-18,37748009
6331459,6331459,Allen Huang,https://stackoverflow.com/users/6331459/allen-huang,"{'gold': 0, 'silver': 2, 'bronze': 15}",394,246000,3,9,2016-05-13,37730358
2795440,2795440,paljenczy,https://stackoverflow.com/users/2795440/paljenczy,"{'gold': 8, 'silver': 35, 'bronze': 46}",4869,424000,24,38,2013-09-19,37720792
6392750,6392750,xiansch,https://stackoverflow.com/users/6392750/xiansch,"{'gold': 0, 'silver': 0, 'bronze': 3}",75,2000,0,5,2016-05-27,37624789
5724749,5724749,93i7hdjb,https://stackoverflow.com/users/5724749/93i7hdjb,"{'gold': 1, 'silver': 9, 'bronze': 15}",1196,101000,36,11,2015-12-28,37551299
2911976,2911976,A.GH,https://stackoverflow.com/users/2911976/a-gh,"{'gold': 0, 'silver': 0, 'bronze': 7}",123,3000,2,4,2013-10-23,37529184
4984277,4984277,ASG,https://stackoverflow.com/users/4984277/asg,"{'gold': 0, 'silver': 0, 'bronze': 2}",15,498,0,2,2015-06-07,37504691
6392750,6392750,xiansch,https://stackoverflow.com/users/6392750/xiansch,"{'gold': 0, 'silver': 0, 'bronze': 3}",75,2000,0,5,2016-05-27,37492064
6390755,6390755,BenWhite,https://stackoverflow.com/users/6390755/benwhite,"{'gold': 1, 'silver': 2, 'bronze': 6}",113,16000,1,3,2016-05-27,37482861
5863503,5863503,shakedzy,https://stackoverflow.com/users/5863503/shakedzy,"{'gold': 7, 'silver': 34, 'bronze': 68}",2893,338000,32,102,2016-01-31,37436121
5942875,5942875,Z. Chen,https://stackoverflow.com/users/5942875/z-chen,"{'gold': 0, 'silver': 0, 'bronze': 1}",31,858,0,1,2016-02-17,37400821
3364156,3364156,Dmitry Deryabin,https://stackoverflow.com/users/3364156/dmitry-deryabin,"{'gold': 2, 'silver': 14, 'bronze': 27}",1578,152000,21,9,2014-02-28,37400149
3632362,3632362,dagrun,https://stackoverflow.com/users/3632362/dagrun,"{'gold': 3, 'silver': 12, 'bronze': 30}",651,120000,4,29,2014-05-13,37344958
2259468,2259468,EngrStudent,https://stackoverflow.com/users/2259468/engrstudent,"{'gold': 0, 'silver': 31, 'bronze': 51}",1972,130000,48,71,2013-04-08,37311633
6298061,6298061,S.P.,https://stackoverflow.com/users/6298061/s-p,"{'gold': 0, 'silver': 0, 'bronze': 6}",41,2000,2,2,2016-05-06,37286030
1472831,1472831,uh_big_mike_boi,https://stackoverflow.com/users/1472831/uh-big-mike-boi,"{'gold': 4, 'silver': 37, 'bronze': 72}",3440,428000,100,97,2012-06-21,37216280
1472831,1472831,uh_big_mike_boi,https://stackoverflow.com/users/1472831/uh-big-mike-boi,"{'gold': 4, 'silver': 37, 'bronze': 72}",3440,428000,100,97,2012-06-21,37096589
6298061,6298061,S.P.,https://stackoverflow.com/users/6298061/s-p,"{'gold': 0, 'silver': 0, 'bronze': 6}",41,2000,2,2,2016-05-06,37062476
4987614,4987614,Webby,https://stackoverflow.com/users/4987614/webby,"{'gold': 1, 'silver': 3, 'bronze': 11}",347,39000,0,5,2015-06-08,37017165
1261153,1261153,Adam Ryczkowski,https://stackoverflow.com/users/1261153/adam-ryczkowski,"{'gold': 14, 'silver': 49, 'bronze': 71}",8054,917000,43,152,2012-03-10,36927443
2339381,2339381,benlaird,https://stackoverflow.com/users/2339381/benlaird,"{'gold': 0, 'silver': 7, 'bronze': 9}",849,132000,8,5,2013-05-01,36919095
6262091,6262091,hamuchiwa,https://stackoverflow.com/users/6262091/hamuchiwa,"{'gold': 0, 'silver': 0, 'bronze': 1}",21,411,0,1,2016-04-27,36894000
4513999,4513999,oercim,https://stackoverflow.com/users/4513999/oercim,"{'gold': 2, 'silver': 18, 'bronze': 37}",1848,137000,2,91,2015-01-31,36811862
841830,841830,Darren Cook,https://stackoverflow.com/users/841830/darren-cook,"{'gold': 13, 'silver': 121, 'bronze': 231}",28833,4400000,700,164,2011-07-13,36811319
6222157,6222157,Nandhini Charumathy,https://stackoverflow.com/users/6222157/nandhini-charumathy,"{'gold': 0, 'silver': 0, 'bronze': 2}",23,929,0,1,2016-04-18,36705708
1095879,1095879,nojka_kruva,https://stackoverflow.com/users/1095879/nojka-kruva,"{'gold': 1, 'silver': 10, 'bronze': 23}",1454,240000,40,11,2011-03-14,36696541
6074236,6074236,ifeelstupid,https://stackoverflow.com/users/6074236/ifeelstupid,"{'gold': 0, 'silver': 1, 'bronze': 5}",55,10000,1,6,2016-03-16,36680046
841830,841830,Darren Cook,https://stackoverflow.com/users/841830/darren-cook,"{'gold': 13, 'silver': 121, 'bronze': 231}",28833,4400000,700,164,2011-07-13,36620585
6195399,6195399,pierre_comalada,https://stackoverflow.com/users/6195399/pierre-comalada,"{'gold': 0, 'silver': 3, 'bronze': 12}",300,21000,5,9,2016-04-12,36583415
2935885,2935885,dsauce,https://stackoverflow.com/users/2935885/dsauce,"{'gold': 3, 'silver': 16, 'bronze': 38}",612,131000,9,50,2013-10-30,36547434
1317325,1317325,RInatM,https://stackoverflow.com/users/1317325/rinatm,"{'gold': 1, 'silver': 18, 'bronze': 39}",1208,64000,15,21,2012-04-06,36483153
1056563,1056563,WestCoastProjects,https://stackoverflow.com/users/1056563/westcoastprojects,"{'gold': 103, 'silver': 351, 'bronze': 612}",62674,10500000,777,"1,203",2011-11-20,36465240
4425827,4425827,Vibhor Kalra,https://stackoverflow.com/users/4425827/vibhor-kalra,"{'gold': 0, 'silver': 1, 'bronze': 7}",71,5000,0,8,2015-01-06,36434082
5175342,5175342,Ceng,https://stackoverflow.com/users/5175342/ceng,"{'gold': 0, 'silver': 1, 'bronze': 9}",57,8000,0,6,2015-07-30,36242191
5275025,5275025,Anisotropic,https://stackoverflow.com/users/5275025/anisotropic,"{'gold': 0, 'silver': 9, 'bronze': 23}",645,43000,3,28,2015-08-28,36212815
5175342,5175342,Ceng,https://stackoverflow.com/users/5175342/ceng,"{'gold': 0, 'silver': 1, 'bronze': 9}",57,8000,0,6,2015-07-30,36211698
2817036,2817036,JimBoy,https://stackoverflow.com/users/2817036/jimboy,"{'gold': 0, 'silver': 8, 'bronze': 18}",597,38000,2,22,2013-09-25,36080568
5027705,5027705,p_r,https://stackoverflow.com/users/5027705/p-r,"{'gold': 0, 'silver': 0, 'bronze': 5}",41,1000,1,2,2015-06-19,36059640
2259468,2259468,EngrStudent,https://stackoverflow.com/users/2259468/engrstudent,"{'gold': 0, 'silver': 31, 'bronze': 51}",1972,130000,48,71,2013-04-08,36021137
1404655,1404655,maogautam,https://stackoverflow.com/users/1404655/maogautam,"{'gold': 0, 'silver': 2, 'bronze': 13}",318,38000,18,5,2012-05-19,35976589
4087944,4087944,Nitin Kumar,https://stackoverflow.com/users/4087944/nitin-kumar,"{'gold': 1, 'silver': 11, 'bronze': 26}",775,64000,13,16,2014-09-28,35892715
4007312,4007312,USER,https://stackoverflow.com/users/4007312/user,"{'gold': 0, 'silver': 1, 'bronze': 11}",93,7000,2,8,2014-09-04,35829491
3312705,3312705,Mike.Gahan,https://stackoverflow.com/users/3312705/mike-gahan,"{'gold': 0, 'silver': 24, 'bronze': 41}",4615,252000,96,40,2014-02-15,35763574
2288396,2288396,skaur,https://stackoverflow.com/users/2288396/skaur,"{'gold': 1, 'silver': 1, 'bronze': 11}",167,18000,0,4,2013-04-16,35735675
3078500,3078500,user3078500,https://stackoverflow.com/users/3078500/user3078500,"{'gold': 0, 'silver': 3, 'bronze': 13}",302,14000,4,8,2013-12-07,35711772
2288396,2288396,skaur,https://stackoverflow.com/users/2288396/skaur,"{'gold': 1, 'silver': 1, 'bronze': 11}",167,18000,0,4,2013-04-16,35680363
3015734,3015734,TayTay,https://stackoverflow.com/users/3015734/taytay,"{'gold': 5, 'silver': 45, 'bronze': 69}",7120,767000,150,37,2013-11-21,35657989
4353319,4353319,Sourav Chatterjee,https://stackoverflow.com/users/4353319/sourav-chatterjee,"{'gold': 0, 'silver': 1, 'bronze': 5}",55,7000,1,5,2014-12-12,35472785
1797171,1797171,sandris,https://stackoverflow.com/users/1797171/sandris,"{'gold': 2, 'silver': 18, 'bronze': 34}",1538,185000,9,37,2012-11-03,35466616
2925206,2925206,lever,https://stackoverflow.com/users/2925206/lever,"{'gold': 1, 'silver': 5, 'bronze': 10}",684,80000,3,8,2013-10-27,35460973
3078500,3078500,user3078500,https://stackoverflow.com/users/3078500/user3078500,"{'gold': 0, 'silver': 3, 'bronze': 13}",302,14000,4,8,2013-12-07,35424416
5896745,5896745,sui,https://stackoverflow.com/users/5896745/sui,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,145,0,1,2016-02-08,35261696
3291563,3291563,bobo32,https://stackoverflow.com/users/3291563/bobo32,"{'gold': 2, 'silver': 10, 'bronze': 21}",1002,162000,10,12,2014-02-10,35231675
3291563,3291563,bobo32,https://stackoverflow.com/users/3291563/bobo32,"{'gold': 2, 'silver': 10, 'bronze': 21}",1002,162000,10,12,2014-02-10,35230033
979899,979899,user979899,https://stackoverflow.com/users/979899/user979899,"{'gold': 1, 'silver': 3, 'bronze': 14}",153,65000,4,16,2011-10-05,35119071
2702219,2702219,Naimish Agarwal,https://stackoverflow.com/users/2702219/naimish-agarwal,"{'gold': 0, 'silver': 5, 'bronze': 14}",516,843000,13,4,2013-08-21,35097514
2935885,2935885,dsauce,https://stackoverflow.com/users/2935885/dsauce,"{'gold': 3, 'silver': 16, 'bronze': 38}",612,131000,9,50,2013-10-30,35036498
5479963,5479963,mptevsion,https://stackoverflow.com/users/5479963/mptevsion,"{'gold': 0, 'silver': 10, 'bronze': 30}",947,61000,16,30,2015-10-23,34976985
5479963,5479963,mptevsion,https://stackoverflow.com/users/5479963/mptevsion,"{'gold': 0, 'silver': 10, 'bronze': 30}",947,61000,16,30,2015-10-23,34875137
5240970,5240970,somesingsomsing,https://stackoverflow.com/users/5240970/somesingsomsing,"{'gold': 6, 'silver': 30, 'bronze': 49}",3330,2200000,36,38,2015-08-18,34796107
2935885,2935885,dsauce,https://stackoverflow.com/users/2935885/dsauce,"{'gold': 3, 'silver': 16, 'bronze': 38}",612,131000,9,50,2013-10-30,34784893
4660253,4660253,eli,https://stackoverflow.com/users/4660253/eli,"{'gold': 0, 'silver': 0, 'bronze': 5}",81,5000,0,4,2015-03-11,34725593
110844,110844,Ecognium,https://stackoverflow.com/users/110844/ecognium,"{'gold': 1, 'silver': 19, 'bronze': 37}",2066,102000,19,63,2009-05-22,34699443
1181097,1181097,Peter Ellis,https://stackoverflow.com/users/1181097/peter-ellis,"{'gold': 0, 'silver': 33, 'bronze': 47}",5874,423000,83,22,2012-01-31,34621635
5738761,5738761,user5738761,https://stackoverflow.com/users/5738761/user5738761,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,890,0,3,2016-01-02,34569246
4660253,4660253,eli,https://stackoverflow.com/users/4660253/eli,"{'gold': 0, 'silver': 0, 'bronze': 5}",81,5000,0,4,2015-03-11,34548488
4011719,4011719,Kevin P,https://stackoverflow.com/users/4011719/kevin-p,"{'gold': 1, 'silver': 4, 'bronze': 13}",283,33000,5,13,2014-09-05,34502311
5722734,5722734,Mourougan Peroumalle,https://stackoverflow.com/users/5722734/mourougan-peroumalle,"{'gold': 0, 'silver': 1, 'bronze': 6}",35,6000,0,2,2015-12-28,34490981
4853827,4853827,Ankit Agrahari,https://stackoverflow.com/users/4853827/ankit-agrahari,"{'gold': 0, 'silver': 9, 'bronze': 22}",379,86000,22,12,2015-05-01,34418187
5669008,5669008,Akshay,https://stackoverflow.com/users/5669008/akshay,"{'gold': 0, 'silver': 0, 'bronze': 2}",13,508,0,1,2015-12-11,34354848
3015734,3015734,TayTay,https://stackoverflow.com/users/3015734/taytay,"{'gold': 5, 'silver': 45, 'bronze': 69}",7120,767000,150,37,2013-11-21,34340698
5409250,5409250,Lod,https://stackoverflow.com/users/5409250/lod,"{'gold': 0, 'silver': 9, 'bronze': 20}",639,43000,3,19,2015-10-05,34267983
3465763,3465763,Makondo,https://stackoverflow.com/users/3465763/makondo,"{'gold': 0, 'silver': 5, 'bronze': 16}",343,25000,3,10,2014-03-26,34227323
3128477,3128477,user3128477,https://stackoverflow.com/users/3128477/user3128477,"{'gold': 0, 'silver': 0, 'bronze': 3}",31,390,0,2,2013-12-23,34224528
3202204,3202204,fifthace,https://stackoverflow.com/users/3202204/fifthace,"{'gold': 1, 'silver': 11, 'bronze': 36}",546,69000,6,30,2014-01-16,34221145
3391524,3391524,saurabh agarwal,https://stackoverflow.com/users/3391524/saurabh-agarwal,"{'gold': 5, 'silver': 26, 'bronze': 47}",2144,303000,43,63,2014-03-07,34171687
5638196,5638196,talegari,https://stackoverflow.com/users/5638196/talegari,"{'gold': 0, 'silver': 2, 'bronze': 9}",343,10000,13,1,2015-12-04,34082792
3202204,3202204,fifthace,https://stackoverflow.com/users/3202204/fifthace,"{'gold': 1, 'silver': 11, 'bronze': 36}",546,69000,6,30,2014-01-16,34060916
3391524,3391524,saurabh agarwal,https://stackoverflow.com/users/3391524/saurabh-agarwal,"{'gold': 5, 'silver': 26, 'bronze': 47}",2144,303000,43,63,2014-03-07,34040136
2587904,2587904,Georg Heiler,https://stackoverflow.com/users/2587904/georg-heiler,"{'gold': 40, 'silver': 172, 'bronze': 311}",17596,2000000,156,604,2012-07-31,33964062
2259468,2259468,EngrStudent,https://stackoverflow.com/users/2259468/engrstudent,"{'gold': 0, 'silver': 31, 'bronze': 51}",1972,130000,48,71,2013-04-08,33925864
3604745,3604745,Hack-R,https://stackoverflow.com/users/3604745/hack-r,"{'gold': 15, 'silver': 80, 'bronze': 137}",23117,2100000,684,206,2014-05-05,33919640
5443758,5443758,Pramod Patil,https://stackoverflow.com/users/5443758/pramod-patil,"{'gold': 2, 'silver': 12, 'bronze': 27}",807,106000,18,16,2015-10-14,33909907
1315131,1315131,jrouquie,https://stackoverflow.com/users/1315131/jrouquie,"{'gold': 4, 'silver': 29, 'bronze': 44}",4405,2800000,109,6,2012-04-05,33876256
1315131,1315131,jrouquie,https://stackoverflow.com/users/1315131/jrouquie,"{'gold': 4, 'silver': 29, 'bronze': 44}",4405,2800000,109,6,2012-04-05,33875922
5261935,5261935,Kardu,https://stackoverflow.com/users/5261935/kardu,"{'gold': 4, 'silver': 13, 'bronze': 26}",885,164000,1,24,2015-08-24,33801857
5561142,5561142,RISHAV SINGH,https://stackoverflow.com/users/5561142/rishav-singh,"{'gold': 0, 'silver': 0, 'bronze': 1}",21,810,0,1,2015-11-14,33705423
5548468,5548468,James Wang,https://stackoverflow.com/users/5548468/james-wang,"{'gold': 0, 'silver': 0, 'bronze': 2}",21,2000,1,2,2015-11-10,33640786
3971816,3971816,jjreddick,https://stackoverflow.com/users/3971816/jjreddick,"{'gold': 0, 'silver': 2, 'bronze': 11}",285,14000,3,12,2014-08-24,33624415
2817036,2817036,JimBoy,https://stackoverflow.com/users/2817036/jimboy,"{'gold': 0, 'silver': 8, 'bronze': 18}",597,38000,2,22,2013-09-25,33480289
5390309,5390309,Gavin Niu,https://stackoverflow.com/users/5390309/gavin-niu,"{'gold': 4, 'silver': 20, 'bronze': 27}",1335,334000,1,31,2015-09-29,33442536
5390309,5390309,Gavin Niu,https://stackoverflow.com/users/5390309/gavin-niu,"{'gold': 4, 'silver': 20, 'bronze': 27}",1335,334000,1,31,2015-09-29,33439768
5390309,5390309,Gavin Niu,https://stackoverflow.com/users/5390309/gavin-niu,"{'gold': 4, 'silver': 20, 'bronze': 27}",1335,334000,1,31,2015-09-29,33424324
5390309,5390309,Gavin Niu,https://stackoverflow.com/users/5390309/gavin-niu,"{'gold': 4, 'silver': 20, 'bronze': 27}",1335,334000,1,31,2015-09-29,33422795
5390309,5390309,Gavin Niu,https://stackoverflow.com/users/5390309/gavin-niu,"{'gold': 4, 'silver': 20, 'bronze': 27}",1335,334000,1,31,2015-09-29,33401869
5390309,5390309,Gavin Niu,https://stackoverflow.com/users/5390309/gavin-niu,"{'gold': 4, 'silver': 20, 'bronze': 27}",1335,334000,1,31,2015-09-29,33399663
5390309,5390309,Gavin Niu,https://stackoverflow.com/users/5390309/gavin-niu,"{'gold': 4, 'silver': 20, 'bronze': 27}",1335,334000,1,31,2015-09-29,33396042
5489124,5489124,Jithin K M,https://stackoverflow.com/users/5489124/jithin-k-m,"{'gold': 0, 'silver': 0, 'bronze': 3}",1,1000,1,1,2015-10-26,33345675
3664020,3664020,user3664020,https://stackoverflow.com/users/3664020/user3664020,"{'gold': 6, 'silver': 26, 'bronze': 46}",3020,411000,0,84,2014-05-22,33331725
5476969,5476969,nasser,https://stackoverflow.com/users/5476969/nasser,"{'gold': 0, 'silver': 1, 'bronze': 5}",41,4000,0,2,2015-10-22,33287846
2825079,2825079,CreamStat,https://stackoverflow.com/users/2825079/creamstat,"{'gold': 6, 'silver': 28, 'bronze': 44}",2175,554000,2,76,2013-09-27,33070159
1169210,1169210,adam.888,https://stackoverflow.com/users/1169210/adam-888,"{'gold': 19, 'silver': 78, 'bronze': 107}",7826,1100000,6,202,2012-01-25,33053714
2123175,2123175,Rwak,https://stackoverflow.com/users/2123175/rwak,"{'gold': 1, 'silver': 3, 'bronze': 12}",326,44000,2,5,2013-03-01,32988493
5402750,5402750,russiancube,https://stackoverflow.com/users/5402750/russiancube,"{'gold': 0, 'silver': 0, 'bronze': 3}",11,826,0,2,2015-10-02,32915566
5399065,5399065,Rohan Karkhanis,https://stackoverflow.com/users/5399065/rohan-karkhanis,"{'gold': 0, 'silver': 1, 'bronze': 2}",21,4000,0,1,2015-10-01,32896008
1203670,1203670,Snowflake,https://stackoverflow.com/users/1203670/snowflake,"{'gold': 3, 'silver': 25, 'bronze': 45}",3061,242000,7,103,2012-02-11,32843267
3664020,3664020,user3664020,https://stackoverflow.com/users/3664020/user3664020,"{'gold': 6, 'silver': 26, 'bronze': 46}",3020,411000,0,84,2014-05-22,32819368
3664020,3664020,user3664020,https://stackoverflow.com/users/3664020/user3664020,"{'gold': 6, 'silver': 26, 'bronze': 46}",3020,411000,0,84,2014-05-22,32764021
3664020,3664020,user3664020,https://stackoverflow.com/users/3664020/user3664020,"{'gold': 6, 'silver': 26, 'bronze': 46}",3020,411000,0,84,2014-05-22,32652500
4958076,4958076,Ravi Kumar,https://stackoverflow.com/users/4958076/ravi-kumar,"{'gold': 0, 'silver': 1, 'bronze': 6}",161,10000,4,5,2015-05-31,32605158
3664020,3664020,user3664020,https://stackoverflow.com/users/3664020/user3664020,"{'gold': 6, 'silver': 26, 'bronze': 46}",3020,411000,0,84,2014-05-22,32586740
3664020,3664020,user3664020,https://stackoverflow.com/users/3664020/user3664020,"{'gold': 6, 'silver': 26, 'bronze': 46}",3020,411000,0,84,2014-05-22,32583945
5293341,5293341,Tong,https://stackoverflow.com/users/5293341/tong,"{'gold': 3, 'silver': 7, 'bronze': 11}",539,197000,1,7,2015-09-02,32482658
4397964,4397964,webscale,https://stackoverflow.com/users/4397964/webscale,"{'gold': 0, 'silver': 0, 'bronze': 3}",13,1000,1,2,2014-12-27,32416579
5293341,5293341,Tong,https://stackoverflow.com/users/5293341/tong,"{'gold': 3, 'silver': 7, 'bronze': 11}",539,197000,1,7,2015-09-02,32400447
1414455,1414455,tchakravarty,https://stackoverflow.com/users/1414455/tchakravarty,"{'gold': 12, 'silver': 73, 'bronze': 122}",10924,897000,118,168,2012-05-24,32256502
5267781,5267781,Gokul Swamy,https://stackoverflow.com/users/5267781/gokul-swamy,"{'gold': 0, 'silver': 0, 'bronze': 2}",21,2000,0,1,2015-08-26,32222780
3097865,3097865,Ben Rollert,https://stackoverflow.com/users/3097865/ben-rollert,"{'gold': 1, 'silver': 13, 'bronze': 21}",1574,556000,18,19,2013-12-13,32164045
2577416,2577416,Fabian Hertwig,https://stackoverflow.com/users/2577416/fabian-hertwig,"{'gold': 0, 'silver': 13, 'bronze': 28}",1113,343000,14,6,2013-07-12,32119553
5046185,5046185,AndrewKelly,https://stackoverflow.com/users/5046185/andrewkelly,"{'gold': 0, 'silver': 0, 'bronze': 3}",21,307,1,1,2015-06-24,31876597
357480,357480,pbathala,https://stackoverflow.com/users/357480/pbathala,"{'gold': 2, 'silver': 19, 'bronze': 39}",1410,128000,6,38,2010-06-03,31765161
2615477,2615477,Devon,https://stackoverflow.com/users/2615477/devon,"{'gold': 0, 'silver': 9, 'bronze': 19}",680,194000,9,9,2013-07-24,31723236
2407819,2407819,Sebastian Hätälä,https://stackoverflow.com/users/2407819/sebastian-h%c3%a4t%c3%a4l%c3%a4,"{'gold': 0, 'silver': 14, 'bronze': 35}",1035,133000,20,21,2013-05-22,31624644
